Ruta,Orden,Latitud,Longitud
19: Guadalupe Cachi / Zapata,45,19.57330382,-99.78834756
19: Guadalupe Cachi / Zapata,46,19.585009,-99.80223317
19: Guadalupe Cachi / Zapata,47,19.59006311,-99.81478579
19: Guadalupe Cachi / Zapata,48,19.59072066,-99.81660654
19: Guadalupe Cachi / Zapata,49,19.59320789,-99.82112805
19: Guadalupe Cachi / Zapata,50,19.59480885,-99.82079425
20: San Bartolo del Llano,1,19.55147815,-99.7565473
20: San Bartolo del Llano,2,19.55337886,-99.75787767
20: San Bartolo del Llano,3,19.55412701,-99.75822099
20: San Bartolo del Llano,4,19.55976832,-99.76109632
20: San Bartolo del Llano,5,19.56053666,-99.7614611
20: San Bartolo del Llano,6,19.56122411,-99.76150402
20: San Bartolo del Llano,7,19.56551053,-99.76101049
20: San Bartolo del Llano,8,19.56943055,-99.7604616
20: San Bartolo del Llano,9,19.56898867,-99.75584661
20: San Bartolo del Llano,10,19.57141707,-99.75542556
20: San Bartolo del Llano,11,19.57261104,-99.75523425
20: San Bartolo del Llano,12,19.57351265,-99.75518321
20: San Bartolo del Llano,13,19.57352467,-99.75517045
20: San Bartolo del Llano,14,19.57393942,-99.75533632
20: San Bartolo del Llano,15,19.5753159,-99.75605004
20: San Bartolo del Llano,16,19.57533734,-99.75596659
20: San Bartolo del Llano,17,19.57542312,-99.75594763
20: San Bartolo del Llano,18,19.57544099,-99.75569727
20: San Bartolo del Llano,19,19.57555268,-99.75440051
20: San Bartolo del Llano,20,19.57562415,-99.7540705
20: San Bartolo del Llano,21,19.57574924,-99.75360773
20: San Bartolo del Llano,22,19.57592794,-99.75326255
20: San Bartolo del Llano,23,19.57621743,-99.75284529
20: San Bartolo del Llano,24,19.57761484,-99.75158215
20: San Bartolo del Llano,25,19.57782574,-99.75172473
20: San Bartolo del Llano,26,19.57804181,-99.75161341
20: San Bartolo del Llano,27,19.57812647,-99.75124729
20: San Bartolo del Llano,28,19.57876547,-99.75155838
20: San Bartolo del Llano,29,19.57925834,-99.752107
20: San Bartolo del Llano,30,19.58043039,-99.75255356
20: San Bartolo del Llano,31,19.58396452,-99.74885351
20: San Bartolo del Llano,32,19.5858698,-99.74746918
20: San Bartolo del Llano,33,19.5866932,-99.74623157
20: San Bartolo del Llano,34,19.57827261,-99.74433051
20: San Bartolo del Llano,35,19.57899988,-99.7434055
20: San Bartolo del Llano,36,19.58042438,-99.74057304
20: San Bartolo del Llano,37,19.58340556,-99.73314742
20: San Bartolo del Llano,38,19.58400942,-99.73378061
20: San Bartolo del Llano,39,19.58402144,-99.73439303
20: San Bartolo del Llano,40,19.58396134,-99.73506925
20: San Bartolo del Llano,41,19.58437004,-99.73569443
20: San Bartolo del Llano,42,19.58450227,-99.73615375
20: San Bartolo del Llano,43,19.58487491,-99.73645996
20: San Bartolo del Llano,44,19.58503118,-99.73690652
20: San Bartolo del Llano,45,19.58533169,-99.73722549
20: San Bartolo del Llano,46,19.58563912,-99.7367702
20: San Bartolo del Llano,47,19.58606366,-99.73673801
20: San Bartolo del Llano,48,19.58664992,-99.73690967
20: San Bartolo del Llano,49,19.58696327,-99.7368453
20: San Bartolo del Llano,50,19.58746867,-99.73668437
20: San Bartolo del Llano,51,19.5881459,-99.7369204
20: San Bartolo del Llano,52,19.58827974,-99.73754687
20: San Bartolo del Llano,53,19.58861567,-99.7375848
20: San Bartolo del Llano,54,19.58923749,-99.73895036
20: San Bartolo del Llano,55,19.58940902,-99.7389807
20: San Bartolo del Llano,56,19.59004156,-99.74012246
20: San Bartolo del Llano,57,19.59016664,-99.7401035
20: San Bartolo del Llano,58,19.59041679,-99.74065351
20: San Bartolo del Llano,59,19.59037391,-99.74114663
20: San Bartolo del Llano,60,19.59062406,-99.74164734
20: San Bartolo del Llano,61,19.59100644,-99.74246667
20: San Bartolo del Llano,62,19.59195705,-99.74367542
21: San Mateo / San Francisco,1,19.55157669,-99.75653398
21: San Mateo / San Francisco,2,19.553243,-99.75776095
21: San Mateo / San Francisco,3,19.55980607,-99.76115316
21: San Mateo / San Francisco,4,19.56062219,-99.76140577
21: San Mateo / San Francisco,5,19.5614723,-99.76147795
21: San Mateo / San Francisco,6,19.56946316,-99.76044946
21: San Mateo / San Francisco,7,19.57347544,-99.76053967
21: San Mateo / San Francisco,8,19.57532854,-99.76108098
21: San Mateo / San Francisco,9,19.57638259,-99.76144186
21: San Mateo / San Francisco,10,19.59874991,-99.77167163
21: San Mateo / San Francisco,11,19.5987398,-99.77165017
21: San Mateo / San Francisco,12,19.60209762,-99.77304088
21: San Mateo / San Francisco,13,19.61288148,-99.77565872
21: San Mateo / San Francisco,14,19.61290169,-99.77563726
21: San Mateo / San Francisco,15,19.6151655,-99.77581965
21: San Mateo / San Francisco,16,19.62038023,-99.7772895
21: San Mateo / San Francisco,17,19.62015837,-99.7777548
21: San Mateo / San Francisco,18,19.61983989,-99.77796532
21: San Mateo / San Francisco,19,19.61952141,-99.77850757
21: San Mateo / San Francisco,20,19.61700962,-99.78366851
21: San Mateo / San Francisco,21,19.61491843,-99.78773219
21: San Mateo / San Francisco,22,19.61909477,-99.79391383
21: San Mateo / San Francisco,23,19.61857198,-99.79441143
21: San Mateo / San Francisco,24,19.61679329,-99.79542575
21: San Mateo / San Francisco,25,19.61655292,-99.79545127
21: San Mateo / San Francisco,26,19.60938986,-99.79981478
21: San Mateo / San Francisco,27,19.60740674,-99.80080359
22: Toluca,1,19.55166116,-99.75622582
22: Toluca,2,19.54276756,-99.74933734
22: Toluca,3,19.54199543,-99.7488518
22: Toluca,4,19.53435889,-99.74594927
22: Toluca,5,19.52958039,-99.74535383
22: Toluca,6,19.52844101,-99.745011
22: Toluca,7,19.52755671,-99.74461404
22: Toluca,8,19.52060118,-99.73957985
22: Toluca,9,19.51378141,-99.73355326
22: Toluca,10,19.51289703,-99.73337282
22: Toluca,11,19.49912377,-99.73627129
22: Toluca,12,19.49797955,-99.73608922
22: Toluca,13,19.49394613,-99.73466297
22: Toluca,14,19.49122851,-99.73423813
22: Toluca,15,19.48833921,-99.73378294
22: Toluca,16,19.48387643,-99.73326706
22: Toluca,17,19.47667107,-99.73427472
22: Toluca,18,19.4759566,-99.73394994
22: Toluca,19,19.46945817,-99.72972772
22: Toluca,20,19.46826733,-99.72940293
22: Toluca,21,19.45925069,-99.72868118
22: Toluca,22,19.43131294,-99.72543332
22: Toluca,23,19.38889913,-99.7077494
22: Toluca,24,19.38702688,-99.70673896
22: Toluca,25,19.3831757,-99.70582741
22: Toluca,26,19.38093706,-99.70457704
22: Toluca,27,19.31761588,-99.65212794
22: Toluca,28,19.31765458,-99.65238285
22: Toluca,29,19.31673568,-99.64470825
22: Toluca,30,19.31398647,-99.64052054
22: Toluca,31,19.31324188,-99.63663629
22: Toluca,32,19.31244001,-99.63572591
22: Toluca,33,19.30373378,-99.62807879
22: Toluca,34,19.30235907,-99.62753257
22: Toluca,35,19.28872591,-99.62807879
22: Toluca,36,19.28740836,-99.62813948
22: Toluca,37,19.28431493,-99.63360171
22: Toluca,38,19.2840285,-99.63967086
22: Toluca,39,19.2750282,-99.64697002
22: Toluca,40,19.2731253,-99.64441825
